timestamp,carbon_intensity,renewable_pct,production_mw,consumption_mw,solar_mw,wind_mw,hydro_mw,gas_mw,coal_mw,import_es_mw,import_fr_mw,export_es_mw,export_fr_mw,temperature_c,wind_speed_ms,cloud_cover_pct,humidity_pct,pressure_hpa,hour,day_of_week,day_of_year,month,year,green_score,demand_signal,grid_balance_mw,self_sufficiency_pct
2023-02-17 23:00:00,39.88,61.91,5409.0,4462.1,0.0,1663.5,1363.7,665.8,304.1,517.4,393.7,0.0,33.9,7.4,7.9,4.9,51.4,1016.9,23,4,48,2,2023,100.0,-1,947.0,121.2
2023-02-18 00:00:00,66.54,68.32,4369.6,5042.9,19.2,1290.4,1114.2,550.6,214.0,0.0,10.2,366.8,271.3,9.9,4.9,12.3,58.5,1010.2,0,5,49,2,2023,100.0,1,-673.3,86.6
2023-02-18 01:00:00,55.57,58.85,5088.9,3972.4,0.0,1466.5,1361.1,770.7,248.4,676.5,421.0,17.3,15.7,11.6,10.5,50.5,62.5,1019.2,1,5,49,2,2023,100.0,-1,1116.4,128.1
2023-02-18 02:00:00,112.92,49.23,5012.5,4817.1,42.8,1660.8,1222.6,726.0,236.0,161.3,73.5,13.0,0.0,14.2,5.0,55.2,54.7,1012.4,2,5,49,2,2023,98.3,0,195.4,104.1
2023-02-18 03:00:00,107.87,61.81,4935.2,4501.5,0.0,1530.2,1194.4,698.5,200.1,257.0,163.3,33.6,3.9,15.5,2.0,45.1,50.6,1013.1,3,5,49,2,2023,100.0,-1,433.8,109.6
2023-02-18 04:00:00,85.58,52.73,4738.2,4412.9,0.0,1232.3,1223.8,592.1,235.8,205.0,107.4,0.0,0.0,13.1,6.4,16.3,62.0,1007.7,4,5,49,2,2023,100.0,0,325.3,107.4
2023-02-18 05:00:00,148.13,52.39,4392.5,4992.3,7.1,1234.8,1058.3,624.5,212.9,17.1,0.0,403.8,233.4,12.2,5.3,34.7,56.0,1005.1,5,5,49,2,2023,93.7,1,-599.8,88.0
2023-02-18 06:00:00,135.59,52.25,4925.6,5412.5,30.8,1289.8,1281.2,695.8,286.9,19.1,0.0,266.8,190.6,13.8,10.5,35.9,57.2,1019.9,6,5,49,2,2023,100.0,1,-487.0,91.0
2023-02-18 07:00:00,122.41,48.38,4844.4,5767.5,277.5,1407.9,1228.5,680.0,198.5,0.0,0.0,545.0,353.7,13.3,6.6,0.0,88.2,1010.0,7,5,49,2,2023,100.0,1,-923.0,84.0
2023-02-18 08:00:00,92.89,47.87,5369.3,6070.2,481.4,1709.2,1212.5,709.0,214.4,1.9,7.6,485.1,260.1,11.6,11.7,69.9,56.5,1024.7,8,5,49,2,2023,100.0,1,-700.9,88.5
2023-02-18 09:00:00,187.38,47.93,5689.0,5904.6,743.4,1730.3,1403.2,836.4,262.8,18.0,0.0,80.7,103.9,12.5,5.9,13.4,80.3,1021.5,9,5,49,2,2023,84.6,0,-215.6,96.3
2023-02-18 10:00:00,127.47,36.83,6212.7,6449.2,969.9,1841.6,1569.0,826.7,314.1,53.2,10.1,135.2,112.0,11.8,3.6,100.0,80.5,1016.9,10,5,49,2,2023,81.9,0,-236.5,96.3
2023-02-18 11:00:00,126.84,39.07,6795.9,6221.8,1168.4,1993.9,1752.1,937.6,394.2,332.4,253.6,39.9,0.0,11.8,4.9,62.2,68.6,1018.5,11,5,49,2,2023,89.0,-1,574.1,109.2
2023-02-18 12:00:00,176.21,34.03,6936.1,6858.3,1162.0,2111.2,1696.4,858.2,338.8,113.0,55.3,0.0,0.0,14.7,11.8,24.6,51.2,1024.6,12,5,49,2,2023,88.2,0,77.8,101.1
2023-02-18 13:00:00,200.33,38.99,7162.4,7040.3,1254.6,1987.8,1729.0,999.6,326.8,62.5,13.0,40.4,0.0,8.0,7.4,79.7,48.8,1013.7,13,5,49,2,2023,72.5,0,122.2,101.7
2023-02-18 14:00:00,177.32,30.62,7367.4,6910.0,1107.5,2198.8,1777.8,967.3,370.5,241.4,167.7,69.8,21.4,10.4,4.3,52.0,52.9,1011.3,14,5,49,2,2023,72.2,0,457.5,106.6
2023-02-18 15:00:00,156.18,31.91,7919.9,6518.5,1047.2,2392.0,1994.3,1118.7,414.8,850.0,566.6,58.5,7.8,4.3,4.7,28.3,69.9,1012.1,15,5,49,2,2023,81.2,-1,1401.3,121.5
2023-02-18 16:00:00,148.43,31.35,8054.7,6696.7,685.9,2295.4,2015.9,1130.0,372.4,833.0,556.7,18.3,0.0,7.3,2.3,86.6,52.1,1024.4,16,5,49,2,2023,73.4,-1,1358.0,120.3
2023-02-18 17:00:00,143.42,35.23,7172.8,7106.3,308.6,2067.5,1741.1,1004.3,336.7,16.7,54.8,0.0,0.0,5.9,3.1,59.3,67.5,1014.4,17,5,49,2,2023,80.5,0,66.6,100.9
2023-02-18 18:00:00,131.34,34.0,7154.8,6493.8,0.0,2333.3,1822.2,937.2,384.5,364.2,232.7,24.6,0.0,3.8,6.5,20.1,63.8,1019.5,18,5,49,2,2023,92.0,-1,660.9,110.2
2023-02-18 19:00:00,112.37,36.93,6514.4,5994.3,24.0,2004.5,1644.0,831.1,307.4,316.4,221.8,58.8,0.0,5.1,1.3,94.0,56.7,1020.2,19,5,49,2,2023,82.8,0,520.2,108.7
2023-02-18 20:00:00,99.52,52.43,6603.2,5761.8,0.0,1819.0,1607.2,920.8,294.4,503.8,346.5,0.0,0.0,6.2,15.4,35.3,61.3,1014.4,20,5,49,2,2023,100.0,-1,841.4,114.6
2023-02-18 21:00:00,88.21,43.31,5866.6,5581.7,25.6,1688.7,1423.2,726.5,302.6,167.2,100.4,7.4,1.1,5.7,7.3,50.6,58.9,1016.8,21,5,49,2,2023,100.0,0,284.9,105.1
2023-02-18 22:00:00,69.39,52.29,5412.7,4828.2,0.0,1621.0,1483.2,825.8,261.0,331.1,274.9,0.0,0.9,6.6,9.4,67.2,60.0,1010.5,22,5,49,2,2023,100.0,-1,584.5,112.1
2023-02-18 23:00:00,73.89,64.75,5810.4,4592.1,89.7,1962.4,1291.4,828.9,281.6,730.2,483.3,4.1,0.0,8.3,7.6,44.4,69.2,1004.0,23,5,49,2,2023,100.0,-1,1218.3,126.5
2023-02-19 00:00:00,47.88,57.51,4559.6,4584.1,0.0,1452.4,1025.1,684.7,245.4,26.9,10.7,21.8,15.4,10.4,5.7,67.1,55.1,1019.7,0,6,50,2,2023,100.0,0,-24.4,99.5
2023-02-19 01:00:00,77.93,67.29,4014.2,4518.2,34.6,1307.8,987.9,614.7,218.4,0.0,0.0,323.9,196.3,10.0,13.0,43.4,64.3,1021.2,1,6,50,2,2023,100.0,1,-504.0,88.8
2023-02-19 02:00:00,65.88,57.87,4756.9,5030.6,22.5,1464.9,1263.0,684.0,212.7,0.0,0.2,126.7,124.1,12.2,3.7,12.7,72.1,1019.9,2,6,50,2,2023,100.0,1,-273.7,94.6
2023-02-19 03:00:00,70.15,54.15,4397.1,4657.8,32.0,1225.6,1034.1,611.2,185.5,0.0,0.0,97.8,108.1,13.7,6.9,53.0,50.1,1018.8,3,6,50,2,2023,100.0,1,-260.8,94.4
2023-02-19 04:00:00,101.51,48.85,4370.2,4636.7,0.0,1462.6,1136.0,605.8,229.6,0.0,19.2,201.2,104.1,14.6,5.9,65.4,75.7,1016.9,4,6,50,2,2023,100.0,1,-266.5,94.3
2023-02-19 05:00:00,132.96,66.83,5465.8,4965.0,0.0,1720.9,1234.2,835.4,282.1,293.2,210.3,0.0,0.0,15.7,11.7,64.6,65.2,1017.0,5,6,50,2,2023,100.0,-1,500.8,110.1
2023-02-19 06:00:00,134.76,46.59,5143.8,4714.0,17.9,1664.3,1266.7,689.5,234.6,247.2,198.4,30.2,0.0,15.2,11.7,85.3,54.4,1010.3,6,6,50,2,2023,98.6,-1,429.8,109.1
2023-02-19 07:00:00,100.3,56.17,5233.6,5272.4,244.0,1731.7,1330.9,724.9,237.4,84.2,10.6,42.7,15.0,13.3,9.7,16.7,38.9,1015.1,7,6,50,2,2023,100.0,0,-38.8,99.3
2023-02-19 08:00:00,120.38,40.07,5413.6,5620.4,446.3,1771.9,1417.9,704.9,303.8,32.8,0.0,146.8,57.8,13.0,7.8,24.0,59.0,1018.9,8,6,50,2,2023,99.2,0,-206.8,96.3
2023-02-19 09:00:00,163.39,52.42,6124.8,5865.7,805.4,1835.9,1576.2,823.4,291.6,123.9,116.2,0.0,17.5,14.9,11.3,84.0,54.2,1023.6,9,6,50,2,2023,94.0,0,259.2,104.4
2023-02-19 10:00:00,135.11,55.03,5903.0,6696.3,1023.0,1796.9,1334.5,801.7,281.4,5.5,22.4,494.4,318.3,12.8,5.5,81.9,58.8,1015.5,10,6,50,2,2023,93.8,1,-793.2,88.2
2023-02-19 11:00:00,152.73,24.68,6605.5,6806.9,1129.5,2000.0,1652.1,915.0,365.0,44.3,0.0,130.8,77.8,12.1,11.7,0.0,65.8,1022.7,11,6,50,2,2023,91.7,0,-201.5,97.0
2023-02-19 12:00:00,168.01,26.52,7050.3,6548.7,1291.0,2203.3,1708.7,978.9,327.7,321.4,205.7,5.8,1.6,10.7,11.1,62.9,59.9,1023.0,12,6,50,2,2023,81.7,0,501.6,107.7
2023-02-19 13:00:00,139.3,38.04,7358.8,6655.1,1289.7,2239.2,1831.7,1035.7,340.6,466.3,259.7,20.3,0.0,8.3,6.9,100.0,71.6,1019.8,13,6,50,2,2023,84.5,-1,703.7,110.6
2023-02-19 14:00:00,154.61,35.72,7409.0,6697.7,1138.3,2236.5,1828.6,1053.3,387.5,404.9,248.8,8.1,0.1,8.5,7.8,42.4,61.6,1030.3,14,6,50,2,2023,86.7,-1,711.3,110.6
2023-02-19 15:00:00,122.33,38.09,7305.9,6914.3,966.2,2181.7,1878.4,1030.9,414.0,275.4,140.7,2.3,0.0,5.1,4.0,22.5,56.0,1022.7,15,6,50,2,2023,92.2,0,391.6,105.7
2023-02-19 16:00:00,127.21,30.14,7706.7,6887.3,729.3,2297.9,1924.4,1161.3,431.5,508.9,313.4,76.0,19.8,5.2,4.8,32.3,87.7,1015.0,16,6,50,2,2023,87.2,-1,819.4,111.9
2023-02-19 17:00:00,134.12,50.46,6836.6,6748.4,293.8,2079.6,1727.4,954.3,341.2,97.7,26.4,0.0,26.5,5.0,7.9,0.0,46.3,1014.5,17,6,50,2,2023,100.0,0,88.2,101.3
2023-02-19 18:00:00,89.32,40.49,6982.8,6156.5,64.5,2218.2,1750.3,980.8,382.5,496.6,331.2,39.1,0.0,6.1,8.2,68.7,51.7,1021.9,18,6,50,2,2023,100.0,-1,826.3,113.4
2023-02-19 19:00:00,115.55,34.78,6605.0,6067.8,0.5,1891.1,1484.9,962.0,304.1,315.2,235.9,3.3,33.1,5.1,6.8,39.8,49.3,1017.3,19,6,50,2,2023,94.7,-1,537.2,108.9
2023-02-19 20:00:00,97.6,45.41,6671.5,5786.6,48.4,2008.4,1670.7,870.2,308.6,462.7,325.7,0.0,0.0,4.3,1.7,25.3,66.6,1021.4,20,6,50,2,2023,98.4,-1,885.0,115.3
2023-02-19 21:00:00,99.59,42.65,5871.5,5776.7,15.5,1794.3,1464.9,809.8,297.9,83.0,33.3,14.7,0.0,4.3,8.3,66.5,59.8,1010.9,21,6,50,2,2023,100.0,0,94.8,101.6
2023-02-19 22:00:00,87.3,65.84,5734.3,5385.8,1.8,1877.6,1470.1,823.1,293.5,199.6,141.6,34.9,0.0,7.6,7.9,71.5,62.3,1015.0,22,6,50,2,2023,100.0,0,348.5,106.5
2023-02-19 23:00:00,103.81,53.2,5343.3,4607.0,0.0,1561.9,1370.6,772.8,277.4,407.7,304.0,9.9,0.0,9.2,6.3,17.1,41.5,1019.7,23,6,50,2,2023,100.0,-1,736.2,116.0
2023-02-20 00:00:00,80.93,63.62,4425.5,4308.7,30.4,1253.6,971.1,595.4,216.5,118.0,23.6,0.0,0.0,8.8,4.4,16.8,50.0,1021.8,0,0,51,2,2023,100.0,0,116.8,102.7
2023-02-20 01:00:00,72.29,58.38,4682.6,4614.2,0.0,1548.2,1089.1,669.5,242.3,75.1,44.8,23.5,0.0,12.4,5.5,85.7,62.8,1019.4,1,0,51,2,2023,100.0,0,68.3,101.5
2023-02-20 02:00:00,86.2,57.89,4063.1,4447.1,16.7,1267.4,1021.8,494.6,190.4,18.3,0.0,241.5,176.2,16.0,15.0,48.3,62.0,1015.1,2,0,51,2,2023,100.0,1,-383.9,91.4
2023-02-20 03:00:00,100.11,48.32,4598.4,4410.3,59.0,1339.4,1190.3,702.1,212.1,115.9,84.9,0.0,8.6,14.1,4.5,50.2,68.3,1026.8,3,0,51,2,2023,100.0,0,188.1,104.3
2023-02-20 04:00:00,99.48,64.4,4346.6,4579.2,23.0,1404.3,1063.0,635.3,221.6,39.5,4.5,146.6,74.3,14.9,5.0,93.3,79.7,1017.9,4,0,51,2,2023,100.0,1,-232.6,94.9
2023-02-20 05:00:00,108.96,66.93,5033.2,5090.6,0.0,1331.7,1296.5,703.9,252.4,0.0,0.0,53.7,27.8,14.3,4.3,35.1,67.9,1016.4,5,0,51,2,2023,100.0,0,-57.3,98.9
2023-02-20 06:00:00,105.92,48.33,4888.7,4839.1,0.0,1461.5,1369.1,699.1,233.8,24.0,19.9,0.0,9.0,18.7,9.1,77.3,63.6,1021.0,6,0,51,2,2023,100.0,0,49.6,101.0
2023-02-20 07:00:00,116.96,40.31,5034.4,5933.0,235.5,1538.3,1296.2,666.6,269.6,9.4,0.0,563.5,360.8,14.4,8.9,88.1,55.7,1019.3,7,0,51,2,2023,95.4,1,-898.6,84.9
2023-02-20 08:00:00,113.27,52.88,5947.7,5627.8,499.9,1840.3,1591.3,904.9,339.8,139.3,138.3,9.1,7.9,14.2,5.7,33.7,46.5,1018.3,8,0,51,2,2023,100.0,0,319.9,105.7
2023-02-20 09:00:00,178.27,31.86,5755.9,6262.4,772.6,1648.3,1418.5,901.9,310.5,0.0,0.0,283.8,188.9,14.4,6.2,24.3,46.4,1015.0,9,0,51,2,2023,78.3,1,-506.5,91.9
2023-02-20 10:00:00,130.73,48.31,6638.7,6239.4,1013.5,1911.5,1706.2,843.1,342.4,234.5,167.1,0.0,0.3,11.4,0.3,63.8,46.8,1019.6,10,0,51,2,2023,85.6,0,399.3,106.4
2023-02-20 11:00:00,144.62,30.35,6880.9,6284.1,1221.2,2210.6,1796.9,999.1,317.7,311.7,241.5,3.6,23.2,11.4,7.0,7.1,67.3,1014.1,11,0,51,2,2023,88.8,-1,596.8,109.5
2023-02-20 12:00:00,145.51,26.58,6958.3,6804.2,1339.8,2089.0,1817.8,1014.7,341.5,129.8,37.5,0.0,0.0,12.1,4.7,10.3,48.4,1012.6,12,0,51,2,2023,83.0,0,154.1,102.3
2023-02-20 13:00:00,173.16,34.56,6925.0,6658.1,1205.1,2092.6,1578.4,995.3,372.6,161.4,121.9,35.8,14.7,10.1,7.9,92.2,40.2,1019.5,13,0,51,2,2023,76.6,0,266.8,104.0
2023-02-20 14:00:00,147.73,25.05,7796.6,7035.3,1169.8,2269.8,1905.9,1041.1,382.4,501.6,305.1,19.0,11.7,5.5,0.0,55.6,64.2,1016.3,14,0,51,2,2023,70.0,-1,761.3,110.8
2023-02-20 15:00:00,169.12,27.89,7640.1,6953.1,990.2,2204.9,1974.5,1039.1,380.9,427.2,279.6,5.9,12.4,6.4,3.0,54.3,58.9,1013.6,15,0,51,2,2023,70.7,-1,687.1,109.9
2023-02-20 16:00:00,126.23,36.83,7232.7,6672.5,663.7,2115.9,1698.9,890.0,372.7,380.9,231.0,5.8,27.8,4.6,7.7,36.9,67.5,1023.4,16,0,51,2,2023,94.7,0,560.2,108.4
2023-02-20 17:00:00,133.71,19.74,7367.5,6684.9,354.5,2323.8,1780.3,970.1,402.3,407.3,264.5,0.0,16.2,8.1,5.2,46.3,43.1,1025.4,17,0,51,2,2023,79.5,-1,682.7,110.2
2023-02-20 18:00:00,103.28,51.35,7342.4,6649.3,61.6,2143.6,1879.0,1130.7,351.5,418.1,269.0,0.0,0.0,6.2,8.0,81.9,69.1,1015.9,18,0,51,2,2023,100.0,-1,693.1,110.4
2023-02-20 19:00:00,146.56,43.79,6781.4,6084.2,0.0,2011.9,1639.9,871.2,365.7,366.0,304.6,0.0,25.0,3.3,1.2,32.4,59.3,1022.8,19,0,51,2,2023,83.8,-1,697.2,111.5
2023-02-20 20:00:00,76.9,38.33,6455.0,5625.1,45.0,2089.7,1527.3,972.2,338.0,507.2,304.7,29.5,2.3,7.8,4.1,27.6,60.4,1023.1,20,0,51,2,2023,100.0,-1,829.8,114.8
2023-02-20 21:00:00,95.55,44.15,6289.0,5585.4,0.0,2089.7,1675.1,904.3,298.0,380.3,314.8,0.0,0.0,8.0,5.7,85.6,48.0,1012.5,21,0,51,2,2023,98.1,-1,703.6,112.6
2023-02-20 22:00:00,95.0,61.84,6042.2,5306.0,62.1,1673.3,1473.3,827.5,236.5,454.3,301.7,0.0,16.2,4.9,12.9,25.2,46.1,1020.3,22,0,51,2,2023,100.0,-1,736.2,113.9
2023-02-20 23:00:00,87.03,62.22,5216.5,4883.1,0.0,1363.0,1220.6,724.9,219.0,205.4,158.6,20.3,27.1,9.3,4.6,33.0,61.0,1021.3,23,0,51,2,2023,100.0,0,333.4,106.8
2023-02-21 00:00:00,75.68,70.07,4564.9,5090.4,100.4,1301.8,1058.6,701.2,233.4,0.0,0.0,294.3,253.3,10.6,8.5,77.7,55.7,1010.1,0,1,52,2,2023,100.0,1,-525.5,89.7
2023-02-21 01:00:00,78.02,57.09,4336.2,4569.0,0.0,1208.0,1178.0,541.4,230.7,23.3,0.0,116.9,112.7,12.9,8.3,67.0,77.8,1018.7,1,1,52,2,2023,100.0,1,-232.8,94.9
2023-02-21 02:00:00,85.12,64.47,4357.6,4957.1,0.0,1352.6,1114.0,586.6,270.6,0.0,23.6,351.5,273.0,12.3,0.5,67.1,60.3,1021.5,2,1,52,2,2023,100.0,1,-599.5,87.9
2023-02-21 03:00:00,88.02,64.88,4238.2,4483.8,40.8,1270.2,1158.5,631.7,226.4,0.1,3.7,134.2,98.3,11.3,9.8,33.4,60.8,1021.4,3,1,52,2,2023,100.0,1,-245.5,94.5
2023-02-21 04:00:00,116.28,65.27,4080.0,4964.9,23.0,1211.7,1001.0,543.5,192.8,6.6,0.0,498.4,337.3,13.1,13.2,29.0,38.8,1019.6,4,1,52,2,2023,100.0,1,-884.8,82.2
2023-02-21 05:00:00,148.35,65.92,5218.4,4898.7,20.4,1648.9,1311.4,823.1,199.8,174.1,124.5,0.0,0.0,17.1,0.0,48.5,52.6,1023.9,5,1,52,2,2023,91.0,0,319.6,106.5
2023-02-21 06:00:00,108.86,49.91,5087.2,5264.5,41.8,1324.0,1204.1,741.6,272.3,64.6,5.2,90.4,88.1,15.6,4.2,47.9,68.1,1018.1,6,1,52,2,2023,99.3,0,-177.2,96.6
2023-02-21 07:00:00,104.57,50.53,5103.3,5003.1,239.4,1472.3,1344.9,667.8,235.5,38.5,45.1,0.0,0.0,14.7,1.7,18.3,72.4,1015.7,7,1,52,2,2023,99.9,0,100.2,102.0
2023-02-21 08:00:00,137.26,43.18,5602.7,6320.5,491.1,1669.7,1323.2,814.8,295.5,0.0,18.5,452.1,300.1,12.9,8.6,57.7,68.9,1016.8,8,1,52,2,2023,94.4,1,-717.8,88.6
2023-02-21 09:00:00,193.55,43.21,5499.8,6186.6,647.8,1748.0,1512.6,753.2,237.0,0.0,10.5,433.0,247.5,12.2,13.1,0.0,65.0,1021.8,9,1,52,2,2023,92.8,1,-686.8,88.9
2023-02-21 10:00:00,138.99,44.86,6712.3,6644.0,1041.2,2008.1,1594.3,865.5,354.8,85.8,34.1,7.0,33.0,10.5,9.4,53.5,59.3,1025.8,10,1,52,2,2023,96.5,0,68.3,101.0
2023-02-21 11:00:00,186.93,25.3,6204.1,6317.9,1055.7,1900.3,1450.4,936.9,359.6,0.0,1.0,64.2,49.4,11.0,0.7,0.0,40.3,1017.3,11,1,52,2,2023,67.0,0,-113.8,98.2
2023-02-21 12:00:00,188.97,42.27,7203.5,6880.4,1296.2,2130.1,1826.8,923.1,379.6,207.7,107.6,2.2,0.0,11.8,9.4,91.5,71.0,1017.3,12,1,52,2,2023,78.8,0,323.1,104.7
2023-02-21 13:00:00,147.42,25.04,6784.3,6916.0,1184.6,2031.2,1639.1,1008.0,332.0,0.0,0.0,98.6,48.3,5.0,12.4,53.3,55.8,1022.0,13,1,52,2,2023,88.9,0,-131.8,98.1
2023-02-21 14:00:00,163.61,30.36,7333.0,6746.2,1221.3,2172.1,1795.2,1009.5,364.4,364.9,246.4,2.3,5.7,6.8,0.3,0.0,78.3,1025.9,14,1,52,2,2023,74.8,-1,586.8,108.7
2023-02-21 15:00:00,176.31,41.74,7848.0,7267.6,965.3,2332.5,2040.7,1188.0,433.9,323.9,225.5,0.0,30.9,4.3,7.7,61.4,55.4,1017.3,15,1,52,2,2023,82.3,0,580.4,108.0
2023-02-21 16:00:00,131.87,36.84,6991.4,6874.3,622.9,2104.6,1860.0,999.7,363.7,51.8,59.3,0.0,14.4,4.7,5.0,80.3,47.7,1014.3,16,1,52,2,2023,84.9,0,117.0,101.7
2023-02-21 17:00:00,125.36,39.31,7257.4,6635.5,318.5,2314.6,1820.6,1039.8,382.1,342.0,249.8,33.3,0.0,7.1,0.0,0.0,58.7,1018.0,17,1,52,2,2023,88.3,-1,621.9,109.4
2023-02-21 18:00:00,108.18,31.79,7236.4,6549.9,0.0,2210.3,1786.6,1014.7,333.2,436.7,281.1,0.0,7.4,7.3,8.7,95.4,62.7,1012.3,18,1,52,2,2023,92.3,-1,686.5,110.5
2023-02-21 19:00:00,90.01,36.37,6880.0,5905.5,131.0,2044.5,1694.9,933.4,301.4,543.4,362.4,10.0,17.5,7.1,10.2,73.0,67.9,1018.4,19,1,52,2,2023,100.0,-1,974.5,116.5
2023-02-21 20:00:00,86.92,54.16,6407.9,5838.7,0.0,1974.1,1634.2,933.9,334.5,337.9,236.1,2.8,3.3,5.9,2.1,68.9,48.7,1015.1,20,1,52,2,2023,100.0,-1,569.2,109.7
2023-02-21 21:00:00,68.28,47.34,6138.8,5511.1,16.6,1859.0,1360.2,845.1,271.3,333.9,251.5,0.0,5.6,5.7,11.6,41.8,66.7,1015.9,21,1,52,2,2023,100.0,-1,627.8,111.4
2023-02-21 22:00:00,84.54,51.63,5440.7,5232.2,76.5,1688.0,1353.0,736.4,232.5,101.3,70.9,45.2,0.0,8.8,9.1,39.1,50.3,1019.7,22,1,52,2,2023,100.0,0,208.5,104.0
2023-02-21 23:00:00,66.05,64.96,5791.2,5198.0,0.0,1699.9,1367.5,789.8,246.5,358.7,224.3,0.0,8.5,7.7,17.4,24.6,74.6,1009.9,23,1,52,2,2023,100.0,-1,593.2,111.4
2023-02-22 00:00:00,83.56,53.22,4488.4,4658.9,39.4,1393.2,1142.0,621.6,275.8,22.9,0.0,99.6,90.6,9.1,5.0,86.3,62.9,1021.7,0,2,53,2,2023,100.0,0,-170.5,96.3
2023-02-22 01:00:00,52.69,63.96,5026.3,4513.7,0.0,1556.4,1240.7,754.1,230.8,305.3,199.8,15.0,2.3,14.3,1.5,74.7,53.5,1026.3,1,2,53,2,2023,100.0,-1,512.6,111.4
2023-02-22 02:00:00,90.63,62.9,4604.2,4452.6,0.0,1246.4,1158.3,604.6,212.4,96.9,42.0,19.2,26.6,11.3,5.4,17.5,62.8,1017.2,2,2,53,2,2023,100.0,0,151.6,103.4
2023-02-22 03:00:00,106.02,62.08,4672.8,4483.5,25.3,1365.2,1181.6,597.7,254.8,126.5,55.6,34.7,18.3,16.2,5.1,47.2,67.1,1026.7,3,2,53,2,2023,100.0,0,189.3,104.2
2023-02-22 04:00:00,63.39,56.98,4773.6,5025.3,0.0,1415.8,1224.3,683.7,227.0,0.0,0.0,143.1,79.0,13.3,1.7,95.7,45.0,1018.4,4,2,53,2,2023,100.0,1,-251.7,95.0
2023-02-22 05:00:00,115.64,54.18,4856.5,4934.5,65.5,1426.0,1154.3,676.9,204.7,0.0,0.0,39.5,30.5,15.9,3.1,44.8,61.2,1017.2,5,2,53,2,2023,98.4,0,-78.0,98.4
2023-02-22 06:00:00,141.33,47.59,4712.3,5445.5,5.8,1315.9,1266.5,658.7,300.4,0.0,0.0,450.8,281.1,14.9,8.4,53.4,66.2,1014.2,6,2,53,2,2023,95.7,1,-733.2,86.5
2023-02-22 07:00:00,107.8,54.91,5169.8,5554.5,264.3,1316.1,1302.4,777.0,284.2,0.0,0.0,266.8,151.8,14.8,4.9,1.1,80.1,1024.3,7,2,53,2,2023,100.0,1,-384.6,93.1
2023-02-22 08:00:00,169.3,42.98,5205.3,5590.2,437.4,1659.3,1315.9,707.7,278.1,35.2,0.0,209.7,148.6,13.5,0.0,84.2,66.8,1015.1,8,2,53,2,2023,70.7,1,-384.9,93.1
2023-02-22 09:00:00,155.0,50.57,5916.4,5748.9,706.3,1569.1,1475.5,857.7,275.0,87.6,54.7,0.0,18.4,15.3,2.9,11.7,76.8,1019.6,9,2,53,2,2023,89.8,0,167.5,102.9
2023-02-22 10:00:00,141.11,38.61,6478.5,6051.5,957.9,2131.5,1576.6,989.4,336.6,271.3,154.8,0.0,2.8,14.7,8.9,28.5,76.7,1019.3,10,2,53,2,2023,94.5,0,427.0,107.1
2023-02-22 11:00:00,156.77,29.67,6920.0,6434.7,1161.1,2053.5,1773.5,976.7,320.6,337.5,155.9,5.2,0.0,13.9,1.7,73.7,46.4,1027.0,11,2,53,2,2023,70.8,0,485.3,107.5
2023-02-22 12:00:00,169.17,33.04,7170.3,7084.0,1259.4,2087.7,1809.6,1008.1,343.7,26.6,33.4,0.0,7.9,9.0,8.4,50.0,67.2,1011.8,12,2,53,2,2023,81.8,0,86.3,101.2
2023-02-22 13:00:00,159.1,30.34,6807.6,7271.3,1235.7,1895.0,1856.5,883.0,347.5,0.0,0.0,258.1,210.1,11.3,1.5,25.5,71.3,1024.7,13,2,53,2,2023,75.1,1,-463.7,93.6
2023-02-22 14:00:00,163.42,39.78,7291.5,7022.3,1154.8,2029.8,1767.2,1086.6,342.4,126.8,121.7,0.0,0.0,9.5,8.9,27.4,58.2,1021.9,14,2,53,2,2023,89.6,0,269.2,103.8
2023-02-22 15:00:00,130.77,30.66,7314.6,7181.6,873.5,2109.7,1933.9,988.2,402.5,76.1,10.7,0.0,0.0,3.3,8.1,46.0,47.8,1017.6,15,2,53,2,2023,90.3,0,133.0,101.9
2023-02-22 16:00:00,142.08,32.81,7082.0,6706.0,618.8,2142.7,1769.3,1022.4,371.3,238.6,170.0,12.2,0.0,6.5,2.2,11.0,60.6,1024.6,16,2,53,2,2023,83.1,0,376.0,105.6
2023-02-22 17:00:00,103.92,47.02,7065.0,6497.8,327.8,2253.7,1760.8,1051.8,366.3,381.6,214.9,16.5,27.6,7.4,2.1,53.3,62.5,1019.7,17,2,53,2,2023,95.3,-1,567.1,108.7
2023-02-22 18:00:00,116.99,43.82,7061.0,6585.0,132.0,1971.1,1699.7,1073.2,316.3,267.2,201.0,5.8,15.6,6.0,11.5,46.6,55.2,1026.3,18,2,53,2,2023,100.0,0,476.0,107.2
2023-02-22 19:00:00,92.35,55.52,7145.9,6150.5,0.4,2177.9,1814.8,875.9,375.8,577.2,425.6,0.0,12.1,4.6,1.3,93.4,54.7,1024.5,19,2,53,2,2023,97.3,-1,995.4,116.2
2023-02-22 20:00:00,85.72,56.59,6121.4,5976.0,20.4,1660.6,1516.9,851.0,292.1,44.0,77.0,1.3,0.0,3.3,1.2,7.2,56.5,1018.7,20,2,53,2,2023,100.0,0,145.3,102.4
2023-02-22 21:00:00,112.9,45.46,5683.9,5501.7,0.0,1619.1,1457.1,875.3,295.7,58.4,66.3,36.6,0.0,5.2,6.8,64.1,72.7,1020.6,21,2,53,2,2023,98.3,0,182.2,103.3
